survey_type,province,city,county,gender,nationality,religion,edu,edu_yr,income,political,floor_area,property_0,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_type,insur_1,insur_2,family_income,family_m,family_status,house,car,invest_1,invest_2,invest_3,invest_4,invest_5,invest_8,daughter,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_work_14,m_birth,m_edu,m_work_14,status_peer,status_3_before,view,inc_ability,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,quarter,hour,month,hour_cut,income_cut,happiness
1,17,48,80,1,1,1,3,1963.0,20000,1,97.0,0,1,0,0,0,0,0,0,175,125,5,5,5,1,1.0,3,2,4,5,1,1,1,5,5,2,5,4,5,2,2,5,5,2,3,3,7.0,7.0,1,4,4,3,5,3,1.0,1,1,110000.0,5,3,1,2,1,0,0,0,0,0,2,3,1976.0,1952.0,1976.0,3.0,1.0,1.0,4200.0,1.0,3.0,1.0,-2,2,2,-2,1,2,1,1,4,2,5,5,4,4,5,4,4,4,4,4,4,3,5,80,80,80,80,80.0,100,70,80,100,3,17,7,4,3,5
1,15,39,70,1,1,1,4,1978.0,15000,1,50.0,0,1,0,0,0,0,0,0,170,130,5,4,4,2,1.0,2,2,2,4,1,1,2,5,3,5,5,4,4,5,5,5,5,2,3,2,3.0,3.0,1,1,5,5,5,2,1.0,1,1,30000.0,2,3,1,2,1,0,0,0,0,0,0,3,1984.0,1961.0,1984.0,6.0,2.0,2.0,15000.0,5.0,0.0,0.0,-2,-8,2,-2,-8,2,2,2,3,3,3,-8,4,4,3,3,2,3,3,2,3,1,5,60,60,-2,60,20.0,80,80,70,80,3,16,7,4,3,3
1,12,32,56,2,1,1,1,-2.0,48000,1,100.0,0,0,0,0,0,0,0,0,155,100,4,4,5,5,1.0,4,1,1,4,1,1,1,5,5,1,5,5,5,5,5,5,5,4,5,1,1.0,1.0,1,4,5,-8,5,-8,0.0,1,1,-2.0,2,3,10,2,1,0,0,0,0,0,3,7,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,4,1,-2,3,1,3,1,4,2,4,2,-8,-8,5,5,1,-8,-8,-8,-8,1,4,90,88,-2,90,-2.0,90,90,-2,-2,3,17,7,4,5,4
1,10,24,46,1,1,1,4,1998.0,30000,1,160.0,0,0,0,0,0,0,0,0,186,170,4,5,4,1,1.0,1,1,1,2,5,1,4,5,5,5,5,5,5,1,5,5,1,1,4,1,8.0,8.0,1,5,1,1,4,1,1.0,1,1,60000.0,3,3,1,2,1,0,0,0,0,0,0,3,2007.0,1985.0,2007.0,4.0,1.0,1.0,30000.0,1.0,6.0,1.0,1955,6,3,1955,1,2,2,2,4,2,5,5,5,5,5,5,5,5,5,4,5,5,3,100,80,100,80,90.0,80,70,70,70,3,15,7,4,4,5
1,4,7,20,1,1,1,6,2013.0,0,2,60.0,0,0,0,0,0,0,0,1,170,120,4,4,4,2,3.0,1,3,1,1,5,1,5,5,5,1,4,4,5,1,1,5,1,4,5,5,3.0,3.0,1,-8,10,10,10,10,0.0,1,2,-2.0,3,5,-2,1,0,1,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1968,12,10,1970,13,1,1,2,-8,-8,3,3,-8,-8,4,2,-8,5,3,3,5,3,4,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,4,14,10,4,1,5
1,5,8,23,1,1,1,10,-2.0,80000,1,90.0,0,0,0,0,1,0,0,0,180,150,4,5,5,2,3.0,2,2,1,3,3,1,2,2,2,3,3,3,2,2,2,5,1,2,3,3,7.0,3.0,1,4,5,3,6,3,1.0,1,1,100000.0,5,4,1,1,1,0,0,0,0,0,1,3,2009.0,1985.0,2009.0,10.0,1.0,2.0,20000.0,1.0,3.0,1.0,1958,7,-8,1955,3,-8,2,1,3,2,4,3,3,3,4,4,3,4,3,3,-8,1,4,50,60,50,60,40.0,60,70,60,70,3,12,7,3,5,4
1,31,89,134,2,1,1,4,1961.0,12000,1,34.0,0,0,0,0,0,0,0,0,160,140,3,4,5,2,1.0,1,1,1,4,1,1,1,5,3,5,5,5,5,5,5,5,5,1,5,1,8.0,8.0,1,3,5,2,-8,6,0.0,1,1,30000.0,2,3,1,2,1,0,0,0,0,0,1,3,-2.0,1943.0,-2.0,4.0,1.0,2.0,15000.0,5.0,0.0,0.0,-2,1,2,-2,1,2,3,1,-8,-8,3,3,3,3,5,5,3,4,-8,-8,-8,1,2,50,50,-2,-2,-2.0,-2,-2,-2,-2,3,12,9,3,3,4
1,5,11,27,1,1,0,4,1966.0,30000,1,40.0,0,1,0,0,0,0,0,0,170,160,3,5,5,2,3.0,1,1,5,5,4,1,1,5,4,5,4,4,4,2,2,5,2,2,4,2,7.0,5.0,2,3,5,6,4,5,0.0,1,1,600000.0,2,3,1,2,1,0,0,0,0,0,0,3,1974.0,1952.0,1974.0,4.0,1.0,2.0,30000.0,1.0,3.0,1.0,1925,2,1,1925,1,15,2,2,5,1,2,2,-8,-8,3,3,3,4,-8,2,-8,2,4,100,100,100,100,100.0,100,100,100,100,3,13,7,3,4,4
1,7,18,38,2,1,1,10,1982.0,24000,4,57.0,0,1,0,0,0,0,0,0,160,130,4,4,4,2,1.0,3,3,3,4,1,1,1,5,4,2,5,4,4,4,1,5,5,1,4,2,8.0,8.0,1,3,6,4,5,2,0.0,1,1,63600.0,2,3,1,2,1,0,0,0,0,0,1,3,1982.0,1952.0,1982.0,8.0,1.0,2.0,39600.0,5.0,0.0,0.0,-2,2,11,-2,2,15,1,1,4,3,4,3,-8,-8,4,4,3,3,-8,4,-8,1,3,90,90,80,90,90.0,80,70,80,90,3,17,8,4,6,4
1,15,42,73,2,1,1,4,1981.0,3600,1,100.0,0,1,0,0,0,0,0,0,158,125,4,5,5,1,1.0,1,1,3,5,1,1,1,5,2,4,5,4,1,1,4,1,5,5,5,1,1.0,3.0,1,2,6,4,7,3,0.0,1,2,75000.0,1,3,1,2,1,0,0,0,0,0,0,3,1989.0,1967.0,1989.0,4.0,1.0,1.0,30000.0,1.0,4.0,1.0,1933,1,2,1933,1,2,2,2,3,2,5,4,3,4,5,5,4,4,3,3,4,3,5,60,50,50,70,50.0,60,60,60,60,3,9,7,2,2,4
2,23,69,109,2,1,0,3,1995.0,2500,1,333.0,0,1,1,0,0,0,0,0,157,130,2,3,3,1,1.0,1,1,1,4,3,3,2,5,4,5,5,5,5,5,4,4,4,1,4,2,8.0,8.0,1,3,3,1,3,2,0.0,1,1,5000.0,3,2,1,2,1,0,0,0,0,0,1,3,1998.0,1987.0,1998.0,1.0,1.0,1.0,2500.0,1.0,5.0,1.0,1953,4,2,1962,1,2,3,1,3,2,2,2,2,2,5,2,2,2,3,2,2,1,5,100,100,80,100,90.0,100,100,70,80,3,18,9,5,2,4
2,18,55,89,1,1,0,4,1985.0,35000,4,120.0,0,0,0,0,0,0,0,0,175,175,5,5,5,1,1.0,2,2,1,5,1,3,1,5,3,3,5,4,3,3,3,5,5,4,3,3,1.0,3.0,1,2,5,5,7,2,0.0,1,1,50000.0,5,2,1,2,1,0,0,0,0,0,1,3,1992.0,1968.0,1992.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,1945,6,2,1948,3,2,2,2,4,2,4,3,3,3,5,3,3,3,3,3,3,2,5,50,25,0,45,15.0,55,55,0,55,3,11,7,2,4,4
2,2,3,10,1,4,0,6,2012.0,5000,4,300.0,0,0,0,1,0,0,0,0,180,120,5,5,5,6,1.0,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,6.0,6.0,-8,4,5,5,9,5,1.0,1,2,1000000.0,3,4,30,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969,3,10,1969,4,10,2,2,4,2,4,4,4,4,4,4,3,3,3,3,3,2,5,100,100,100,100,100.0,100,100,100,100,3,16,7,4,2,4
1,13,36,67,1,1,1,8,1981.0,5000,1,100.0,0,0,1,0,0,0,0,0,176,154,4,5,5,5,1.0,5,2,3,4,1,2,1,4,4,1,4,4,4,3,5,5,1,2,3,2,6.0,6.0,1,2,5,7,-8,5,1.0,1,1,10000.0,3,2,1,1,1,0,0,0,0,0,1,3,1986.0,1986.0,1962.0,8.0,1.0,5.0,7000.0,5.0,0.0,0.0,1933,7,1,1932,3,5,2,2,5,2,3,3,5,4,4,3,2,3,3,4,4,3,3,60,60,60,60,50.0,60,70,70,60,3,18,9,5,2,3
1,4,7,16,2,4,0,6,1966.0,38000,1,115.0,0,0,1,0,0,0,0,0,162,122,2,5,2,2,3.0,4,4,2,5,5,1,1,4,4,2,4,4,4,3,5,4,2,3,4,4,6.0,6.0,6,4,4,4,4,2,0.0,1,1,90000.0,2,3,2,2,0,0,1,0,0,0,1,3,1966.0,1938.0,1966.0,12.0,4.0,2.0,50000.0,5.0,0.0,0.0,1925,12,12,1922,4,12,2,2,3,2,5,5,5,5,5,5,5,5,5,-8,5,-8,4,80,80,80,80,80.0,80,80,80,80,4,15,10,4,4,4
2,6,13,29,1,1,1,1,-2.0,20000,1,180.0,0,1,0,0,0,0,0,0,168,118,3,3,3,1,1.0,1,1,1,3,1,1,1,1,1,1,1,5,4,5,5,5,5,2,3,1,3.0,4.0,2,3,4,5,6,4,0.0,1,2,20000.0,2,3,1,2,1,0,0,0,0,0,2,3,1969.0,1952.0,1969.0,1.0,1.0,1.0,-3.0,3.0,0.0,0.0,-2,1,2,-2,1,2,3,2,3,2,5,4,5,4,5,4,-8,-8,-8,-8,-8,1,5,80,90,80,70,80.0,80,90,90,70,3,14,8,4,3,3
2,31,87,132,2,1,1,3,1948.0,10660,1,80.0,0,1,0,0,0,0,0,0,165,100,1,5,1,1,1.0,1,1,1,5,1,1,1,5,1,5,5,4,5,5,5,5,5,4,4,1,1.0,6.0,1,5,10,1,10,1,0.0,1,2,21320.0,2,3,1,2,1,0,0,0,0,0,3,3,1959.0,1938.0,1959.0,4.0,1.0,1.0,10660.0,3.0,0.0,0.0,-2,4,16,-2,-8,15,2,2,5,2,5,5,5,5,5,5,1,5,5,5,-8,1,1,100,100,100,100,100.0,100,100,100,100,3,18,8,5,3,1
1,12,32,57,1,1,1,6,2000.0,0,1,110.0,0,0,0,0,0,0,0,1,178,120,3,4,4,5,3.0,2,2,2,4,2,4,1,3,3,2,4,3,3,4,5,1,1,3,3,3,3.0,3.0,3,4,4,1,7,2,1.0,1,1,0.0,4,3,1,2,1,0,0,0,0,0,0,3,2007.0,1984.0,2007.0,4.0,1.0,4.0,0.0,1.0,3.0,1.0,-2,4,5,1954,1,15,3,2,3,2,4,3,3,3,4,4,3,4,3,4,3,3,3,70,60,60,70,70.0,70,80,70,70,3,19,9,5,1,4
2,9,21,43,2,1,1,4,1978.0,20000,1,200.0,0,0,0,0,0,0,0,0,160,110,3,2,3,1,1.0,1,1,2,4,1,1,1,5,5,5,5,3,3,5,4,5,5,4,4,1,3.0,3.0,6,4,5,1,6,6,0.0,1,1,20000.0,1,1,1,2,1,0,0,0,0,0,2,7,1984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1940,2,3,1941,3,2,2,3,5,2,5,5,5,5,5,-8,4,4,5,4,-8,2,5,100,90,90,90,90.0,100,100,90,80,3,8,7,2,3,4
2,29,83,126,2,1,0,12,-1.0,0,2,120.0,0,0,0,1,0,0,0,0,158,140,4,5,4,1,1.0,2,3,3,3,4,4,3,4,4,4,4,4,4,4,4,5,1,3,2,2,4.0,5.0,2,4,4,3,5,3,0.0,1,2,20000.0,4,3,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969,4,2,1969,4,2,2,2,4,2,4,4,4,4,5,4,4,5,5,4,-8,4,4,85,85,85,85,85.0,85,85,85,85,3,19,7,5,1,4
2,18,52,86,2,1,1,1,-2.0,0,1,200.0,0,1,0,0,0,0,0,0,158,124,5,5,5,1,1.0,1,1,1,4,1,1,1,5,4,5,5,3,3,3,3,3,5,2,3,2,3.0,3.0,1,2,5,4,5,4,0.0,1,2,50000.0,3,3,2,2,1,0,0,0,0,0,2,3,1988.0,1969.0,1988.0,3.0,1.0,1.0,10000.0,1.0,5.0,1.0,1931,1,2,1933,1,2,2,2,4,2,3,3,3,3,4,3,3,3,3,3,3,3,4,80,80,80,80,80.0,80,50,80,80,3,10,7,2,1,4
1,4,7,21,1,1,1,7,1976.0,50000,1,64.0,0,0,0,0,0,0,0,0,169,130,3,4,5,2,1.0,2,2,4,4,5,1,1,5,2,5,5,4,4,1,1,5,1,2,3,1,3.0,6.0,1,1,4,3,4,1,0.0,1,1,80000.0,2,-8,1,2,1,0,0,0,0,0,0,3,1981.0,1953.0,1981.0,4.0,4.0,2.0,30000.0,1.0,3.0,1.0,-2,-8,16,1911,1,15,2,1,-8,3,4,3,-8,-8,5,4,3,2,2,2,2,2,4,75,90,60,-2,95.0,90,-2,90,-2,3,13,9,3,5,5
1,1,1,6,2,1,1,10,1971.0,44400,1,60.0,0,1,0,0,0,0,0,0,160,98,4,4,4,5,1.0,2,2,3,4,3,2,2,5,4,4,4,4,4,4,1,4,4,2,3,2,5.0,5.0,2,4,3,4,3,2,0.0,1,1,91200.0,1,3,1,2,1,0,0,0,0,0,2,3,1970.0,1941.0,1970.0,6.0,1.0,5.0,46800.0,5.0,0.0,0.0,1909,3,2,1915,3,2,2,2,4,2,4,2,3,4,3,4,3,4,3,3,3,1,3,90,90,90,90,90.0,90,90,90,90,3,15,8,4,5,5
2,2,2,9,2,8,1,4,-2.0,10000,-8,266.0,0,1,0,0,0,0,0,0,165,100,4,4,4,1,1.0,3,3,3,4,1,1,2,4,2,3,4,3,2,2,3,5,5,2,3,2,5.0,5.0,2,4,6,4,8,3,0.0,1,1,85000.0,4,3,2,1,1,0,0,0,0,0,1,3,1988.0,1966.0,1988.0,4.0,1.0,1.0,20000.0,3.0,0.0,0.0,-2,3,2,-2,3,2,2,1,3,2,5,5,5,5,5,4,2,4,4,4,4,3,5,100,100,100,100,90.0,90,65,65,80,3,12,7,3,2,4
1,24,70,110,1,1,1,12,1994.0,100000,1,100.0,0,0,0,0,0,0,1,0,170,150,5,5,5,4,1.0,1,1,1,3,5,1,2,4,5,5,4,4,3,5,3,5,1,3,4,4,5.0,3.0,5,4,6,4,7,3,1.0,1,1,250000.0,5,4,-3,1,0,1,0,0,0,0,0,3,2002.0,1974.0,2002.0,13.0,4.0,2.0,100000.0,1.0,3.0,1.0,-3,4,2,-3,3,2,2,2,4,2,4,4,4,4,5,5,3,4,4,5,5,3,4,60,40,60,60,70.0,60,60,40,50,3,16,8,4,5,4
1,6,12,28,1,1,1,4,-2.0,-3,1,105.0,0,0,0,0,0,0,0,0,173,125,3,4,4,2,1.0,3,2,2,4,1,1,2,4,4,3,4,4,4,4,4,4,5,2,3,2,5.0,5.0,2,1,4,3,4,3,0.0,1,1,-3.0,3,2,1,2,1,0,0,0,0,0,0,3,1993.0,1970.0,1993.0,4.0,1.0,1.0,-3.0,1.0,5.0,1.0,1938,1,1,1952,1,5,3,2,4,3,4,4,4,4,4,4,3,3,3,-8,-8,2,4,44,45,45,43,30.0,37,30,50,38,3,10,7,2,0,3
2,19,57,93,1,1,1,3,-2.0,200000,1,96.0,0,0,0,0,0,0,0,0,160,130,2,2,2,1,1.0,4,4,4,5,2,1,1,4,3,1,5,4,3,5,1,5,4,4,4,5,3.0,2.0,4,3,4,5,6,9,1.0,1,1,200000.0,3,3,1,2,1,0,0,0,0,0,1,3,1993.0,1970.0,1993.0,3.0,1.0,2.0,150000.0,1.0,3.0,1.0,-2,1,6,-2,1,2,2,2,5,2,5,-8,5,5,5,3,2,5,1,3,3,2,5,90,60,40,70,70.0,80,90,90,90,3,11,7,2,5,5
2,16,44,75,1,1,1,4,-2.0,40000,2,60.0,0,0,0,0,0,0,0,1,168,140,4,4,4,4,1.0,3,3,1,5,1,1,1,5,4,4,5,4,4,5,4,5,5,2,3,3,6.0,6.0,2,4,4,3,3,2,0.0,1,1,40000.0,2,3,0,2,1,0,0,0,0,0,1,3,1972.0,1953.0,1972.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,-2,1,2,-2,1,2,1,1,4,2,5,2,3,2,5,5,2,5,5,2,5,1,5,100,70,90,90,60.0,70,80,90,80,3,15,7,4,5,4
2,13,35,65,1,6,1,4,1995.0,10000,1,128.0,0,0,0,0,0,0,0,0,160,130,4,3,3,1,1.0,2,2,1,3,1,1,2,5,1,4,5,3,3,5,5,5,5,3,4,1,3.0,5.0,1,2,3,2,-8,1,0.0,1,2,20000.0,5,2,1,2,1,0,0,0,0,0,1,3,2009.0,1978.0,2009.0,3.0,1.0,1.0,10000.0,2.0,0.0,0.0,1949,3,2,1955,3,2,3,2,4,4,5,2,4,2,4,-8,2,4,2,-8,-8,2,5,70,80,20,30,10.0,70,70,10,50,3,13,9,3,2,3
1,4,7,14,1,1,1,8,2005.0,120000,1,57.0,0,0,0,0,0,0,0,1,170,135,4,4,5,1,4.0,2,2,2,4,5,2,1,4,3,4,4,4,4,4,5,5,1,2,4,2,7.0,2.0,3,2,6,2,8,4,1.0,1,2,120000.0,3,3,1,2,1,0,0,0,0,0,0,3,2011.0,1990.0,2011.0,4.0,1.0,1.0,0.0,6.0,0.0,0.0,1955,6,2,1958,6,2,2,1,3,2,3,3,4,4,5,3,3,3,3,2,-8,2,3,70,80,80,60,70.0,70,70,70,70,4,15,10,4,5,4
2,6,17,33,2,1,1,3,1960.0,2000,1,120.0,0,0,0,0,0,0,0,0,155,120,4,4,4,1,1.0,1,1,1,3,1,1,2,5,5,5,5,5,5,5,5,5,5,3,2,1,3.0,3.0,1,2,5,5,5,5,0.0,1,1,3000.0,1,3,1,2,1,0,0,0,0,0,0,7,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,16,-2,1,16,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,4,70,70,70,70,70.0,70,70,70,70,3,11,8,2,2,4
1,31,86,129,1,1,1,4,1992.0,1400,1,40.0,0,0,0,1,0,0,0,0,166,105,2,2,3,2,1.0,2,2,4,5,1,1,1,5,2,5,4,4,4,2,5,5,5,2,2,1,3.0,5.0,1,4,1,1,2,1,0.0,1,1,5000.0,3,1,0,2,1,0,0,0,0,0,0,3,1997.0,1973.0,1997.0,4.0,1.0,2.0,0.0,5.0,0.0,0.0,1950,6,1,1951,3,15,3,1,4,3,4,4,4,3,4,4,4,4,4,-8,4,3,5,80,80,70,70,0.0,60,70,80,50,3,11,8,2,2,3
1,16,46,77,2,1,1,10,2014.0,30000,1,900.0,0,0,0,1,0,0,0,0,162,95,4,4,4,1,3.0,2,3,2,3,5,2,2,3,3,3,4,3,2,2,2,3,1,4,4,4,3.0,2.0,3,4,4,2,6,3,0.0,1,2,10000.0,4,3,2,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970,4,9,1973,3,9,2,1,3,-8,4,4,4,4,5,2,2,4,2,4,4,1,3,90,70,60,80,60.0,70,85,90,70,3,8,7,2,4,4
2,31,88,133,1,1,1,4,1970.0,20000,4,40.0,0,1,0,0,0,0,0,0,164,110,4,4,3,1,1.0,4,4,4,5,1,1,1,5,3,2,4,4,4,4,1,5,5,2,4,4,5.0,5.0,2,3,7,6,8,3,0.0,1,1,40000.0,2,3,1,2,1,0,0,0,0,0,2,3,1978.0,1955.0,1978.0,3.0,1.0,1.0,20000.0,4.0,0.0,0.0,1904,1,2,1910,1,2,2,1,4,2,4,3,3,3,4,4,4,4,3,4,4,3,4,70,75,65,60,70.0,65,80,75,70,3,15,8,4,3,5
2,9,21,43,2,1,1,6,1976.0,0,1,200.0,0,1,0,0,0,0,0,0,150,90,1,2,2,1,1.0,1,1,1,1,1,1,5,5,5,5,5,4,4,5,5,5,5,1,3,1,8.0,8.0,1,2,3,5,-8,5,0.0,1,1,10000.0,2,1,1,2,1,0,0,0,0,0,1,3,1978.0,1964.0,1978.0,6.0,1.0,1.0,10000.0,3.0,0.0,0.0,-2,1,2,-2,1,2,3,3,-8,2,4,4,4,4,4,-8,3,4,4,3,3,2,5,70,60,60,60,60.0,50,50,60,60,3,19,7,5,1,1
2,15,40,71,1,1,1,3,1968.0,25000,1,200.0,0,0,0,0,0,0,0,0,168,125,3,5,4,4,1.0,2,1,1,4,1,1,1,5,3,2,5,4,4,5,1,5,5,4,4,1,1.0,6.0,1,3,5,7,6,4,0.0,1,1,60000.0,4,1,2,2,1,0,0,0,0,0,0,3,1976.0,1952.0,1976.0,3.0,1.0,4.0,20000.0,5.0,0.0,0.0,1928,3,2,1928,3,2,2,2,2,3,4,3,4,3,5,3,3,-8,4,3,3,2,5,80,80,80,80,85.0,80,70,90,90,3,19,7,5,4,4
1,19,57,91,1,1,1,4,1976.0,20000,1,38.0,0,0,0,0,0,0,0,0,170,115,4,5,5,5,2.0,5,1,1,3,1,2,2,5,5,1,4,4,4,4,4,5,5,2,4,2,4.0,4.0,2,3,2,2,2,2,0.0,1,1,50000.0,3,2,1,2,0,0,0,0,0,0,1,3,1987.0,1960.0,1987.0,3.0,1.0,5.0,25000.0,1.0,3.0,1.0,1935,1,4,1937,-8,15,3,3,5,4,4,3,4,4,4,2,2,3,3,4,-8,1,4,75,90,75,75,80.0,85,80,80,80,3,17,7,4,3,2
1,9,20,42,1,1,1,4,1970.0,30000,1,208.0,0,0,0,0,0,0,0,0,165,130,4,5,5,1,2.0,4,4,1,4,4,1,1,5,4,1,5,4,4,4,4,5,1,2,3,2,2.0,2.0,1,4,5,7,5,2,1.0,1,1,60000.0,2,3,1,2,1,0,0,0,0,0,1,3,1978.0,1954.0,1978.0,4.0,1.0,1.0,30000.0,1.0,1.0,1.0,1930,3,1,1928,3,2,2,2,4,2,5,4,4,4,5,4,3,4,3,4,3,2,5,90,90,90,90,90.0,80,90,90,90,3,19,7,5,4,4
2,2,3,10,2,4,0,3,-2.0,5000,1,150.0,0,1,0,0,0,0,0,0,150,130,2,3,5,1,2.0,1,1,1,5,1,1,1,5,3,5,5,4,4,5,5,5,5,2,2,1,3.0,5.0,1,4,4,1,7,1,0.0,1,1,12000.0,3,3,2,2,1,0,0,0,0,0,2,3,1990.0,1964.0,1990.0,4.0,1.0,1.0,10000.0,3.0,0.0,0.0,-2,1,2,-2,1,2,3,1,4,-8,5,5,5,4,5,4,3,3,4,3,4,3,4,100,100,80,100,70.0,100,100,100,70,3,12,7,3,2,5
2,29,84,127,2,1,1,4,1994.0,0,1,20.0,0,0,0,0,0,0,0,1,155,110,3,5,3,1,1.0,3,2,1,5,5,3,1,4,2,4,4,4,4,3,5,1,1,3,1,2,2.0,7.0,1,4,5,1,5,8,0.0,1,1,15000.0,3,2,1,2,1,0,0,0,0,0,1,3,1999.0,1972.0,1999.0,4.0,1.0,1.0,15000.0,1.0,3.0,1.0,1946,1,2,1944,1,2,3,3,2,2,4,4,4,4,5,4,4,4,4,4,4,1,4,80,90,90,90,90.0,90,90,90,90,3,13,7,3,1,4
2,31,87,132,2,1,1,4,1997.0,10000,1,50.0,0,0,0,0,0,0,0,0,164,98,1,2,3,1,1.0,1,1,3,4,1,1,2,5,5,5,5,4,5,2,5,5,5,3,1,1,7.0,7.0,1,2,3,1,4,5,0.0,1,1,10000.0,4,3,1,1,1,0,0,0,0,0,1,3,1997.0,1997.0,1997.0,4.0,1.0,1.0,10000.0,3.0,0.0,0.0,1954,3,2,1954,1,2,2,1,4,2,3,4,4,4,5,5,3,3,2,4,1,1,4,100,60,60,80,60.0,90,90,60,80,3,15,8,4,2,2
2,6,14,30,1,1,1,3,-2.0,5000,1,100.0,0,0,0,0,0,0,0,0,168,130,2,3,3,1,1.0,2,2,3,3,1,1,1,5,4,4,4,4,4,3,4,4,5,2,3,1,2.0,2.0,1,4,4,2,5,3,0.0,1,1,5000.0,2,2,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,2,16,1949,1,2,2,2,3,2,4,3,4,4,5,4,4,3,3,3,3,2,4,70,70,70,80,70.0,80,80,70,80,3,11,8,2,2,3
1,21,64,102,1,1,1,3,1955.0,900,1,60.0,0,0,0,0,0,0,0,0,165,98,2,4,4,1,4.0,4,2,1,2,1,1,5,5,5,2,4,5,5,5,5,5,5,2,4,3,7.0,6.0,1,4,5,5,5,3,0.0,1,1,800.0,1,1,1,2,1,0,0,0,0,0,0,7,1962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-8,2,-2,1,2,3,2,2,4,3,3,3,3,4,3,3,3,2,3,3,4,2,80,40,30,80,50.0,30,40,30,60,3,11,7,2,1,1
1,7,18,39,1,1,1,6,-2.0,50000,4,67.0,0,0,0,0,0,0,0,0,183,160,5,5,5,2,1.0,1,1,1,5,5,1,1,5,3,5,5,4,4,5,5,5,1,1,3,2,8.0,8.0,1,4,5,4,6,3,1.0,1,1,80000.0,3,3,2,1,1,0,0,0,0,0,0,3,1997.0,1971.0,1997.0,8.0,1.0,2.0,30000.0,1.0,3.0,1.0,1936,2,16,1938,2,15,2,2,4,2,3,2,-8,-8,4,4,3,3,2,-8,-8,1,3,80,70,80,80,80.0,80,80,80,80,3,18,8,5,5,4
1,8,19,41,2,4,0,3,1992.0,0,1,200.0,0,1,0,0,0,0,0,0,152,117,1,2,1,1,3.0,1,1,1,3,3,1,2,5,2,5,5,5,5,3,5,5,1,3,2,1,7.0,7.0,1,2,5,1,8,1,1.0,1,2,80000.0,5,3,1,2,1,0,0,0,0,0,1,3,2000.0,1979.0,2000.0,3.0,1.0,1.0,80000.0,1.0,9.0,1.0,1953,1,2,1960,1,2,2,2,3,3,1,1,1,4,4,-8,2,4,2,2,3,1,3,20,10,60,20,20.0,30,20,40,60,3,9,8,2,1,3
1,23,69,109,2,1,1,4,2003.0,60000,1,60.0,0,0,0,0,0,0,0,1,163,120,5,5,4,1,1.0,2,3,1,5,5,1,1,5,2,4,5,4,4,2,5,2,1,5,4,2,1.0,5.0,1,4,4,2,6,2,1.0,1,1,65000.0,3,2,1,2,1,0,0,0,0,0,1,3,2008.0,1985.0,2008.0,6.0,1.0,1.0,5000.0,1.0,2.0,1.0,1969,3,2,1965,3,2,2,1,2,3,4,4,3,3,5,3,4,3,4,4,3,2,4,100,100,60,70,80.0,100,90,70,80,3,8,9,2,5,4
2,22,66,105,1,1,1,4,-1.0,30000,1,90.0,0,0,0,0,0,0,0,0,172,105,4,5,5,1,1.0,3,2,2,4,5,4,2,4,2,4,5,4,4,5,5,5,1,2,3,1,5.0,6.0,2,2,5,5,-8,1,1.0,1,2,30000.0,6,3,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970,3,3,1974,4,2,2,1,3,2,4,4,4,3,5,4,3,3,4,2,-8,1,2,60,50,0,60,-2.0,50,70,50,80,3,12,7,3,4,4
