edu,edu_yr,political,property_8,weight_jin,health,health_problem,depression,hukou,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_3,leisure_4,leisure_6,leisure_7,leisure_8,leisure_9,leisure_12,socialize,relax,learn,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,family_income,family_m,family_status,house,car,invest_1,invest_2,s_birth,marital_now,s_edu,s_political,s_hukou,status_peer,status_3_before,view,trust_1,trust_2,trust_5,trust_7,trust_8,trust_10,trust_12,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,income_cut,happiness
4,1997.0,1,0,98,1,2,3,1,1,1,3,4,1,1,2,5,5,4,5,2,5,5,3,1,1,7.0,1,2,3,1,4,5,10000.0,4,3,1,1,1,0,1997.0,1997.0,4.0,1.0,1.0,2,1,4,3,4,5,3,3,4,1,4,100,60,60,80,60.0,90,90,60,80,2,2
3,-2.0,1,0,130,2,3,3,1,2,2,3,3,1,1,1,4,4,4,4,3,4,5,2,3,1,2.0,1,4,4,2,5,3,5000.0,2,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,3,4,3,5,4,3,3,3,4,70,70,70,80,70.0,80,80,70,80,2,3
3,1955.0,1,0,98,2,4,4,1,4,2,1,2,1,1,5,5,2,5,5,5,5,5,2,4,3,6.0,1,4,5,5,5,3,800.0,1,1,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,2,3,3,4,3,3,3,3,2,80,40,30,80,50.0,30,40,30,60,1,1
6,-2.0,4,0,160,5,5,5,2,1,1,1,5,5,1,1,3,5,4,4,5,5,1,1,3,2,8.0,1,4,5,4,6,3,80000.0,3,3,2,1,1,0,1971.0,1997.0,8.0,1.0,2.0,2,2,4,3,2,4,3,3,-8,-8,3,80,70,80,80,80.0,80,80,80,80,5,4
3,1992.0,1,0,117,1,2,1,1,1,1,1,3,3,1,2,2,5,5,5,3,5,1,3,2,1,7.0,1,2,5,1,8,1,80000.0,5,3,1,2,1,0,1979.0,2000.0,3.0,1.0,1.0,2,2,3,1,1,4,2,4,2,3,3,20,10,60,20,20.0,30,20,40,60,1,3
4,2003.0,1,1,120,5,5,4,1,2,3,1,5,5,1,1,2,4,4,4,2,5,1,5,4,2,5.0,1,4,4,2,6,2,65000.0,3,2,1,2,1,0,1985.0,2008.0,6.0,1.0,1.0,2,1,2,4,4,5,4,3,4,3,4,100,100,60,70,80.0,100,90,70,80,5,4
4,-1.0,1,0,105,4,5,5,1,3,2,2,4,5,4,2,2,4,4,4,5,5,1,2,3,1,6.0,2,2,5,5,-8,1,30000.0,6,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,1,3,4,4,5,3,3,2,-8,2,60,50,0,60,-2.0,50,70,50,80,4,4
6,1980.0,1,0,130,4,5,5,2,4,1,5,5,5,5,1,5,1,3,3,1,1,1,5,4,1,2.0,1,2,1,5,5,5,80000.0,4,1,1,1,1,0,1962.0,1985.0,6.0,1.0,2.0,3,2,3,4,4,4,3,4,3,3,5,80,80,50,80,80.0,80,80,80,80,5,3
3,1963.0,1,0,110,3,4,4,1,1,1,1,5,1,1,1,5,5,3,2,5,5,5,4,4,1,2.0,6,4,3,3,3,2,-2.0,1,3,2,2,1,0,1955.0,1975.0,1.0,1.0,1.0,2,2,4,4,4,4,4,4,4,4,4,50,60,70,70,70.0,70,60,70,60,1,4
3,-2.0,1,0,134,4,5,5,5,2,3,1,4,1,1,1,3,5,1,4,4,1,5,4,5,1,5.0,6,3,5,5,5,-8,150000.0,3,3,2,1,0,1,0.0,0.0,0.0,0.0,0.0,2,1,4,3,-8,5,-8,4,4,-8,3,85,20,-2,90,90.0,90,-2,90,-2,4,5
3,-2.0,1,0,120,2,2,3,2,1,1,1,4,1,1,1,4,5,4,4,4,4,4,4,2,2,2.0,1,4,5,4,5,4,20000.0,2,3,1,2,1,0,1950.0,1972.0,4.0,1.0,2.0,2,2,4,4,3,5,3,4,3,3,4,80,80,80,80,80.0,80,80,80,80,1,4
4,-2.0,1,1,110,3,5,5,5,1,1,1,5,2,1,1,3,5,4,5,5,1,3,5,5,1,1.0,1,3,5,5,-8,3,6000.0,3,2,1,2,1,0,1976.0,2002.0,4.0,3.0,4.0,2,1,4,2,2,5,1,3,3,-8,5,50,50,50,50,30.0,50,50,30,50,2,4
4,-2.0,1,0,108,3,4,4,4,2,1,3,5,1,1,1,3,4,4,3,2,1,5,4,4,2,2.0,3,4,5,3,10,3,30000.0,3,3,2,2,1,0,1971.0,1999.0,4.0,1.0,5.0,2,1,3,3,2,4,3,4,3,3,3,65,70,45,80,0.0,70,45,60,95,3,4
12,-1.0,1,1,104,4,4,3,2,5,5,5,5,5,5,1,2,3,2,2,2,2,2,3,3,2,3.0,6,3,4,5,6,1,50000.0,1,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,1,3,3,4,3,2,4,3,2,3,80,70,80,70,90.0,90,80,70,90,1,3
12,2010.0,1,1,130,4,3,3,2,4,2,2,3,4,2,2,4,2,4,4,1,3,1,5,3,3,3.0,2,4,2,2,2,3,90000.0,3,2,1,2,1,0,1989.0,2012.0,6.0,1.0,1.0,3,2,4,5,5,5,3,5,4,4,3,80,80,75,80,80.0,80,80,80,80,4,3
13,1981.0,1,0,150,4,5,3,2,1,1,1,5,3,1,1,3,5,4,4,5,5,2,2,3,1,7.0,1,4,1,1,2,1,50000.0,2,2,2,2,1,0,1963.0,1986.0,4.0,1.0,2.0,2,2,4,4,4,4,4,4,3,4,4,70,50,70,60,50.0,70,70,70,70,3,4
3,1980.0,1,0,100,3,3,4,1,1,1,1,5,1,1,1,2,5,4,4,5,5,5,4,3,1,3.0,1,4,4,3,6,3,20000.0,3,2,1,2,1,0,1964.0,1986.0,4.0,1.0,1.0,3,2,4,5,4,4,4,4,-8,-8,5,80,80,80,70,70.0,70,80,80,80,2,4
6,1980.0,1,0,160,3,4,5,2,3,2,1,5,1,3,1,2,3,4,4,4,2,5,3,2,2,5.0,1,4,5,4,7,3,60000.0,1,3,1,2,1,0,1968.0,1989.0,4.0,1.0,2.0,2,1,3,4,4,4,4,4,4,4,4,70,70,70,70,70.0,70,70,70,70,5,4
1,-2.0,1,0,100,5,4,5,1,1,1,1,3,1,1,2,3,5,4,4,5,5,5,4,4,2,1.0,1,4,3,3,4,2,1000.0,1,1,1,2,1,0,1934.0,1956.0,1.0,1.0,1.0,3,2,4,4,3,5,3,-8,2,3,5,90,80,70,80,70.0,80,70,90,80,1,4
4,-2.0,1,0,100,5,5,3,2,3,1,1,5,1,1,1,4,3,4,4,1,4,5,2,5,1,5.0,1,3,1,1,1,1,15000.0,2,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,3,4,2,5,2,3,2,-8,3,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,3,3
9,2001.0,1,0,144,4,5,5,2,3,3,1,4,4,1,1,2,2,3,3,5,2,1,3,3,4,2.0,3,4,4,3,5,2,10000.0,5,3,1,2,1,0,1981.0,2001.0,7.0,1.0,1.0,2,1,3,4,3,4,4,4,2,4,4,95,90,80,80,90.0,85,90,90,90,5,4
4,1980.0,1,0,108,5,5,5,2,1,1,1,5,1,1,1,3,5,4,4,5,3,5,4,4,1,4.0,1,3,2,1,3,1,15000.0,2,2,1,2,1,0,1967.0,1990.0,4.0,1.0,2.0,3,1,3,4,3,5,2,4,3,4,5,85,50,40,50,60.0,55,80,40,-2,2,4
1,-2.0,1,0,85,3,4,4,1,1,1,1,3,1,1,2,4,5,4,4,5,5,5,4,4,1,5.0,2,2,4,3,5,2,-2.0,2,3,1,2,1,0,1955.0,1984.0,3.0,1.0,1.0,2,2,3,4,4,5,3,4,-8,3,4,80,70,70,80,70.0,80,70,80,70,2,3
4,-2.0,1,1,124,2,2,2,4,1,1,1,4,1,3,1,4,5,4,4,5,5,5,2,2,1,3.0,2,4,5,4,5,4,25000.0,2,2,0,2,1,0,1962.0,1992.0,4.0,1.0,5.0,3,2,3,4,4,4,3,4,-8,-8,5,75,90,50,60,70.0,60,60,60,60,2,4
4,1995.0,1,0,152,5,5,3,1,3,2,2,5,3,5,1,3,3,3,2,2,3,2,2,3,2,2.0,1,2,2,1,5,1,100000.0,3,2,1,2,1,0,1980.0,2010.0,3.0,1.0,1.0,2,1,2,5,3,5,2,3,2,2,2,60,80,80,50,70.0,70,60,80,90,0,4
6,1969.0,1,0,95,4,5,5,2,1,1,3,3,5,1,2,4,5,4,4,5,5,5,2,5,2,7.0,1,3,3,3,3,3,33600.0,1,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,3,5,-8,5,2,4,4,4,4,50,50,50,50,50.0,50,50,50,50,4,3
3,-2.0,1,0,140,3,4,3,1,1,1,1,3,1,1,3,5,5,5,5,5,5,5,2,1,1,6.0,1,2,4,2,4,3,3000.0,3,2,1,2,1,0,1975.0,1990.0,3.0,1.0,1.0,2,2,4,5,4,4,5,5,5,-8,4,70,80,70,80,80.0,80,70,70,70,2,3
4,1973.0,1,0,130,5,4,4,1,1,1,1,5,1,1,1,4,5,4,4,5,5,5,4,3,1,3.0,1,4,4,3,5,1,30000.0,1,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,4,5,4,5,3,4,3,3,5,75,75,75,75,75.0,75,75,75,75,4,4
12,2006.0,4,0,180,4,4,4,5,3,3,3,3,4,1,2,4,4,3,3,4,4,1,3,3,3,2.0,2,4,5,5,5,5,100000.0,2,3,2,1,1,0,1972.0,1997.0,12.0,1.0,5.0,2,3,4,-8,-8,4,2,4,3,3,2,80,50,50,50,80.0,60,50,80,80,5,4
6,2011.0,1,0,170,4,4,5,2,3,3,2,4,4,3,1,4,3,4,3,2,3,1,3,3,2,3.0,1,4,3,-8,-8,5,74400.0,2,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,-8,3,4,3,3,2,4,3,3,3,70,70,70,70,70.0,70,70,70,70,4,4
6,2007.0,2,1,130,4,4,5,1,3,3,3,4,4,2,1,4,2,4,4,1,3,1,4,4,4,3.0,1,3,2,4,5,2,60000.0,1,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,3,4,4,4,3,4,3,4,4,85,80,80,85,80.0,85,85,80,80,5,5
12,2012.0,2,0,120,4,4,4,1,2,3,2,4,5,1,1,4,2,4,3,1,2,1,3,4,4,5.0,2,4,6,4,8,4,40000.0,3,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,3,4,3,4,3,4,3,-8,4,86,78,89,80,78.0,87,85,79,76,1,4
4,1981.0,1,0,132,4,4,4,1,3,3,1,5,1,1,1,4,4,3,5,1,2,5,2,3,1,7.0,1,3,6,1,9,3,50000.0,2,3,1,2,1,0,1963.0,1987.0,9.0,1.0,4.0,2,2,4,4,3,5,1,4,4,5,4,100,100,50,80,50.0,100,50,80,60,2,4
5,2001.0,1,0,110,4,4,5,1,2,2,1,4,4,2,2,3,3,3,3,5,3,1,3,3,3,2.0,2,4,4,4,6,4,-2.0,11,2,1,2,1,0,1981.0,2005.0,6.0,1.0,2.0,2,2,4,3,3,5,2,4,3,3,3,80,80,80,80,80.0,80,80,80,80,0,5
3,-2.0,1,0,120,4,5,5,1,1,1,1,4,4,1,1,5,5,4,4,4,4,1,3,3,2,2.0,1,2,3,2,4,2,30000.0,3,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,3,2,2,3,2,2,2,2,4,60,80,60,60,60.0,70,60,60,60,6,2
9,1998.0,4,0,169,3,3,4,2,5,4,3,4,4,3,2,4,1,3,3,3,2,1,3,3,4,4.0,5,4,7,6,5,3,150000.0,2,4,4,2,0,1,1959.0,1989.0,9.0,4.0,2.0,2,2,4,5,4,5,4,4,3,4,2,70,60,70,80,70.0,80,80,70,70,5,5
3,-2.0,1,0,130,4,4,4,1,1,1,1,5,1,2,1,3,5,3,5,5,5,5,4,4,1,6.0,1,1,3,1,4,1,30000.0,5,3,1,2,1,0,1958.0,1976.0,1.0,1.0,1.0,3,1,3,4,2,2,1,2,2,2,5,50,70,60,50,60.0,40,60,80,60,2,3
12,2006.0,1,0,145,4,3,4,1,2,2,1,4,5,3,1,4,3,4,4,2,3,1,2,3,2,5.0,1,3,3,2,3,2,50000.0,5,3,1,2,1,0,1986.0,2010.0,6.0,1.0,1.0,2,1,3,4,4,5,2,4,3,4,3,70,60,60,60,55.0,70,80,90,90,4,4
4,-2.0,1,0,159,2,3,3,1,3,1,2,4,5,1,1,4,3,3,3,4,1,2,2,3,2,6.0,3,2,4,4,5,4,110000.0,2,3,2,2,1,0,1973.0,1990.0,4.0,1.0,1.0,2,2,3,4,2,2,2,2,2,2,3,80,80,80,70,70.0,70,60,70,70,5,4
6,1994.0,2,0,120,4,4,4,1,3,3,2,4,5,1,1,4,3,3,3,2,3,1,3,3,4,3.0,2,1,6,5,6,4,150000.0,6,2,1,1,1,0,1976.0,1998.0,4.0,1.0,1.0,2,2,3,5,5,5,2,5,3,1,5,90,80,80,70,80.0,80,80,70,75,5,3
6,1994.0,1,0,120,4,3,4,4,2,2,2,4,3,2,1,3,4,4,4,4,3,2,4,3,2,3.0,3,2,4,2,5,1,80000.0,3,2,1,2,1,0,1976.0,2000.0,4.0,1.0,4.0,2,2,4,5,3,5,4,4,2,-8,5,60,60,60,70,70.0,70,60,60,60,4,4
4,-2.0,1,0,130,4,4,3,2,1,1,1,5,1,4,1,2,5,3,5,5,5,5,2,4,1,3.0,1,4,5,3,6,2,50000.0,4,4,1,2,1,0,1960.0,1992.0,6.0,4.0,1.0,2,1,5,3,3,4,3,4,-8,-8,5,100,100,100,100,0.0,100,100,100,100,2,3
12,2015.0,2,0,114,2,2,3,1,1,1,1,5,5,1,1,5,2,3,4,1,5,1,1,4,3,8.0,1,4,5,5,8,5,10000.0,3,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,3,4,3,5,3,4,3,4,5,60,60,50,70,60.0,70,60,80,59,1,4
3,-2.0,1,0,120,5,5,5,2,2,1,2,3,1,1,2,2,4,-8,2,5,4,5,4,4,2,2.0,1,4,7,5,7,5,24000.0,2,4,1,2,1,0,0.0,0.0,0.0,0.0,0.0,1,1,4,5,4,5,4,4,4,-8,5,80,85,90,80,90.0,85,85,90,85,6,5
1,-2.0,1,0,80,4,3,2,1,1,1,1,3,1,1,2,3,5,4,4,3,5,5,3,2,1,3.0,1,4,6,5,6,5,-2.0,3,3,1,2,1,0,1936.0,-2.0,1.0,1.0,1.0,3,1,5,5,4,4,2,5,3,3,5,60,60,70,60,60.0,60,75,60,70,1,4
6,1977.0,4,1,140,5,4,3,5,3,1,1,5,1,1,1,3,3,4,3,5,1,5,3,4,1,2.0,1,4,2,5,2,1,50000.0,2,2,0,2,1,0,1957.0,1980.0,4.0,1.0,5.0,3,3,4,3,3,4,3,3,3,-8,2,50,70,70,60,80.0,70,60,90,60,5,3
12,2014.0,2,0,96,4,5,3,2,1,2,2,2,5,1,4,3,3,4,2,1,3,1,3,4,3,2.0,4,3,5,5,7,5,50000.0,3,3,1,1,1,0,0.0,0.0,0.0,0.0,0.0,-8,-8,3,4,4,4,3,4,4,4,4,80,80,80,85,80.0,80,70,70,80,1,4
6,-1.0,2,0,98,5,5,3,1,3,4,1,4,5,1,2,3,2,4,3,1,3,1,2,3,5,5.0,1,4,2,1,5,3,10000.0,5,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,5,5,4,5,3,5,4,3,4,90,90,70,80,60.0,80,70,80,80,1,4
11,2013.0,1,0,80,5,5,4,1,1,1,1,3,5,4,4,5,4,5,4,3,5,1,4,2,4,5.0,1,3,5,1,8,3,30000.0,2,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,1,2,4,2,4,4,4,2,2,4,80,60,40,60,40.0,50,60,70,60,0,4
3,-2.0,1,0,110,2,2,3,1,1,1,1,5,1,1,1,5,5,4,2,5,5,5,4,4,1,1.0,1,5,3,5,2,2,-2.0,1,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,3,4,5,5,5,5,4,-8,-8,5,-2,100,-2,100,-2.0,100,100,-2,100,0,5
4,-2.0,1,0,120,3,3,3,1,1,1,1,1,1,2,5,5,5,5,5,5,5,5,1,3,1,8.0,1,4,3,1,5,1,-2.0,2,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,3,5,2,2,2,2,1,1,2,3,70,60,50,60,5.0,50,50,-2,20,0,4
4,2009.0,1,0,110,4,5,5,1,1,2,1,5,5,1,1,3,2,4,5,2,5,1,5,4,3,7.0,1,3,4,7,6,4,80000.0,3,3,2,2,1,0,1992.0,2013.0,6.0,4.0,1.0,2,3,4,4,4,5,3,5,-8,-8,3,70,60,80,80,70.0,80,70,80,60,1,5
3,-2.0,1,0,140,4,4,3,1,1,1,1,5,1,1,1,5,4,4,4,5,5,5,2,2,1,3.0,1,4,5,4,6,4,30000.0,2,3,1,2,1,0,1952.0,1970.0,1.0,1.0,1.0,2,1,4,4,3,5,5,4,4,4,4,83,80,82,84,79.0,81,80,80,80,3,4
4,1979.0,1,0,124,4,3,4,1,1,1,1,5,1,1,1,5,4,4,4,5,5,5,4,4,1,5.0,5,4,6,3,-8,2,28000.0,2,2,1,2,1,0,1962.0,1980.0,4.0,1.0,1.0,2,2,4,4,4,3,3,3,3,3,5,90,80,80,90,70.0,80,70,80,90,3,4
10,-1.0,1,0,135,4,5,5,2,2,2,2,5,5,1,1,2,4,4,3,1,3,1,4,5,3,3.0,5,4,7,4,9,7,80000.0,3,3,2,2,1,0,0.0,0.0,0.0,0.0,0.0,2,3,2,3,3,4,2,3,2,2,4,70,60,60,60,60.0,60,80,80,90,2,4
6,1985.0,1,0,85,4,4,3,5,4,1,2,5,1,1,1,4,4,3,4,5,5,5,3,2,1,5.0,1,4,3,4,4,2,24000.0,3,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,1,3,4,3,4,3,4,3,-8,4,80,80,60,60,60.0,60,60,60,80,6,3
4,1970.0,4,1,135,4,5,4,5,5,1,2,5,1,1,1,5,1,4,4,2,5,5,2,4,1,5.0,2,2,5,4,5,3,70000.0,2,3,1,2,0,0,1951.0,1979.0,1.0,1.0,5.0,3,2,4,4,4,5,5,5,-8,3,5,80,80,80,85,90.0,80,80,80,60,4,4
11,2014.0,4,0,108,5,5,4,1,2,4,1,4,4,4,2,3,2,4,3,2,2,1,2,4,2,4.0,3,4,2,4,7,3,-3.0,3,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,1,5,4,4,4,5,4,3,3,5,80,60,40,60,80.0,80,90,80,80,1,4
1,-2.0,1,0,144,4,4,4,1,1,1,5,5,1,1,1,5,5,5,5,4,5,5,1,1,1,8.0,1,3,5,4,5,2,5000.0,2,3,1,2,1,0,1947.0,1966.0,1.0,1.0,1.0,2,1,3,4,4,4,4,4,3,3,4,80,70,80,80,80.0,80,70,60,40,1,4
4,1986.0,1,0,78,3,4,4,1,1,1,1,3,1,2,2,3,1,4,4,5,5,5,3,1,1,3.0,1,4,5,5,5,3,30000.0,3,3,1,2,1,0,1965.0,1990.0,3.0,1.0,1.0,2,2,2,5,2,5,1,5,-8,3,5,70,80,60,70,70.0,70,70,80,80,4,3
3,-2.0,1,0,115,1,1,1,1,1,1,1,5,1,1,1,5,5,5,4,5,5,5,2,5,1,6.0,1,3,5,5,6,2,60000.0,7,3,1,1,1,0,1951.0,1969.0,3.0,1.0,1.0,3,1,3,4,4,4,4,-8,-8,-8,4,80,80,80,80,80.0,80,70,80,60,1,5
10,-2.0,4,0,130,4,5,5,4,2,1,1,5,1,1,1,5,5,4,4,5,1,5,1,4,2,8.0,1,4,5,5,6,3,20000.0,2,3,1,2,1,0,1955.0,1978.0,4.0,1.0,4.0,2,1,3,4,2,3,2,3,4,4,5,90,80,80,90,90.0,90,80,80,90,3,5
3,-2.0,1,1,120,4,3,4,1,1,1,1,5,2,3,1,1,5,4,4,4,5,2,2,3,1,5.0,6,2,3,3,4,5,50000.0,1,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,3,3,4,3,4,2,4,2,2,2,-2,80,50,80,50.0,50,80,-2,-2,5,3
4,-2.0,1,0,120,2,1,3,1,1,1,2,5,1,1,1,4,5,5,4,5,5,5,4,3,2,3.0,1,5,4,7,3,2,11000.0,2,2,1,2,1,0,1962.0,1984.0,3.0,1.0,1.0,3,3,4,4,3,5,-8,-8,-8,-8,5,70,70,-2,-2,-2.0,-2,90,-2,70,3,3
4,1986.0,1,0,120,4,4,4,1,1,1,1,5,5,1,1,4,5,3,3,5,5,1,4,1,1,1.0,1,3,6,5,4,4,-2.0,3,3,1,2,1,0,1969.0,1987.0,1.0,1.0,1.0,2,2,4,3,2,2,2,-8,-8,-8,5,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,4,4
6,1974.0,1,0,100,3,5,5,1,1,1,1,4,1,1,1,2,5,2,1,5,1,5,4,4,1,3.0,6,4,5,5,6,3,300000.0,5,2,1,2,1,0,1954.0,1979.0,6.0,4.0,4.0,1,2,4,5,4,4,3,3,3,4,3,50,55,50,50,60.0,65,65,60,50,3,5
4,1967.0,1,0,156,5,5,3,1,1,1,1,4,3,1,1,3,5,4,4,5,2,2,2,4,1,5.0,6,4,3,5,3,2,15000.0,3,2,1,2,1,0,1954.0,1972.0,3.0,1.0,1.0,2,2,4,4,4,4,4,4,3,-8,3,70,70,60,70,60.0,50,70,70,50,1,5
1,-2.0,1,0,110,5,3,2,1,1,1,1,2,1,1,2,5,5,5,5,5,5,5,1,1,1,8.0,1,5,6,4,5,3,1000.0,7,3,1,2,1,0,1953.0,1978.0,4.0,1.0,1.0,2,2,5,4,4,4,4,-8,4,4,5,80,70,80,70,60.0,80,70,60,60,1,5
13,2008.0,4,0,104,4,5,5,2,2,2,2,2,5,2,4,4,4,4,4,2,4,1,2,3,3,5.0,1,3,5,5,5,5,120000.0,4,3,1,1,1,0,1982.0,2011.0,12.0,4.0,6.0,2,2,3,4,3,5,3,4,3,3,2,50,60,50,70,80.0,50,50,70,70,5,4
1,-2.0,1,0,110,3,4,4,1,2,2,2,4,5,2,2,3,3,4,3,2,4,1,4,4,2,3.0,1,4,3,3,3,3,-3.0,3,3,1,1,1,0,1986.0,2010.0,1.0,1.0,1.0,2,2,4,4,4,5,3,-8,4,4,3,80,80,80,80,70.0,80,80,70,70,0,4
6,-1.0,1,0,110,4,4,3,2,2,2,2,4,3,2,1,5,4,3,3,1,4,1,2,3,2,5.0,2,4,4,3,8,5,30000.0,4,2,1,2,1,0,1977.0,2005.0,4.0,1.0,2.0,3,2,2,4,4,4,4,4,4,4,4,90,85,50,80,80.0,90,50,70,75,5,4
1,-2.0,1,1,140,4,4,4,1,1,1,1,2,2,1,3,3,5,4,3,5,5,3,2,2,1,3.0,2,2,3,3,3,3,20000.0,3,3,0,2,1,0,1970.0,1998.0,6.0,1.0,1.0,2,2,4,4,4,4,4,4,-8,-8,2,50,70,70,70,70.0,70,70,70,70,3,4
6,1998.0,1,0,115,4,5,2,2,2,2,2,3,4,4,2,4,4,3,2,1,1,1,4,5,4,5.0,2,3,4,4,6,1,75000.0,3,3,2,2,1,0,1975.0,2003.0,10.0,1.0,2.0,2,2,3,4,4,4,4,4,4,4,5,60,70,60,70,60.0,60,60,60,60,3,4
3,-2.0,1,0,110,2,3,2,1,1,1,1,1,1,1,5,4,5,5,4,5,5,5,2,2,1,7.0,1,4,3,2,2,1,5000.0,2,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,-8,4,5,4,2,2,-8,-8,3,100,100,80,80,30.0,70,100,80,50,2,2
1,-2.0,1,0,120,4,4,5,1,1,1,3,5,1,1,1,3,5,4,4,5,5,5,2,3,1,5.0,1,4,4,3,5,2,10000.0,3,3,1,2,1,0,1963.0,0.0,3.0,1.0,1.0,3,2,3,4,5,5,4,4,4,4,2,80,80,80,80,90.0,80,100,100,90,2,2
3,-2.0,1,0,120,3,3,3,1,1,1,1,5,4,1,1,1,3,3,4,2,5,1,2,3,1,6.0,1,4,5,3,6,5,-2.0,1,3,1,2,1,0,1966.0,1992.0,4.0,1.0,1.0,2,1,3,5,4,4,4,4,-8,-8,4,60,60,-2,-2,-2.0,-2,-2,-2,-2,1,4
4,1954.0,4,0,140,4,4,4,2,2,2,4,5,1,1,1,4,4,4,4,2,4,5,1,3,2,8.0,1,4,5,6,5,3,72600.0,3,3,1,2,1,0,1937.0,1958.0,7.0,1.0,2.0,2,2,5,5,4,5,4,4,-8,-8,4,90,80,60,90,90.0,90,80,80,90,4,5
1,-2.0,1,0,132,2,2,3,1,1,1,1,4,1,1,1,4,5,4,4,5,5,5,4,4,2,2.0,1,2,4,3,4,2,40000.0,3,3,1,2,1,0,1959.0,1984.0,3.0,1.0,1.0,3,1,3,4,3,4,3,4,-8,-8,4,80,40,60,60,50.0,50,50,60,60,3,3
3,2003.0,1,1,104,3,3,4,1,2,2,2,2,4,2,5,4,3,4,4,1,3,1,2,3,4,5.0,6,3,1,1,3,1,40000.0,3,2,1,2,1,0,1991.0,2008.0,4.0,1.0,1.0,2,1,4,1,1,4,2,4,2,4,3,80,80,60,60,70.0,80,60,60,60,5,4
4,-2.0,1,0,130,3,3,4,1,1,1,1,5,1,1,1,4,5,4,5,5,5,5,5,3,1,2.0,1,4,4,3,5,1,13000.0,3,2,1,2,1,0,1964.0,1985.0,4.0,1.0,1.0,3,1,3,5,5,5,3,-8,-8,-8,5,80,75,-2,90,-2.0,80,80,60,80,2,3
13,2015.0,4,1,110,5,4,5,5,4,4,3,4,5,1,1,3,1,3,3,1,2,1,3,4,4,3.0,1,3,-8,5,8,5,-2.0,3,2,0,2,0,1,0.0,0.0,0.0,0.0,0.0,2,-8,3,4,3,4,3,4,3,4,3,80,70,70,70,70.0,70,70,70,70,1,4
3,-2.0,1,0,120,3,3,3,1,1,1,1,5,1,1,1,3,5,4,4,5,5,5,4,3,1,5.0,3,4,5,3,-8,2,20000.0,1,3,1,2,1,0,1962.0,1981.0,3.0,1.0,1.0,2,2,4,5,5,5,4,-8,-8,-8,5,90,90,90,90,-2.0,90,90,-2,-2,3,4
12,2015.0,2,0,145,4,3,4,2,3,3,2,3,4,3,4,4,3,3,2,2,1,2,3,3,3,2.0,3,4,-8,-8,-8,-8,60000.0,4,3,2,1,0,0,0.0,0.0,0.0,0.0,0.0,3,2,4,4,4,5,3,4,4,4,3,60,70,70,80,70.0,80,85,85,85,1,5
3,1989.0,1,0,130,4,3,3,2,1,1,2,4,1,1,1,2,5,4,4,5,3,5,4,2,1,4.0,1,2,1,1,2,1,30000.0,4,1,1,2,1,0,1974.0,1995.0,3.0,1.0,2.0,3,3,4,5,4,5,3,-8,-8,-8,5,40,50,40,50,50.0,50,40,50,40,3,2
4,-1.0,1,0,100,3,4,4,1,1,1,1,4,5,3,1,2,5,5,5,2,5,1,2,4,1,5.0,1,3,6,2,8,9,-2.0,7,4,1,2,1,0,1985.0,2011.0,4.0,1.0,1.0,2,1,3,4,4,4,2,4,3,3,4,80,80,90,100,70.0,60,50,70,70,1,4
4,1998.0,1,0,118,1,1,3,1,1,1,1,4,3,1,1,5,5,5,5,2,2,2,3,3,1,7.0,1,4,2,1,2,2,12000.0,2,2,1,2,1,0,1987.0,2008.0,3.0,1.0,1.0,3,2,3,4,4,5,2,5,-8,-8,3,95,95,70,0,0.0,0,50,0,0,1,2
3,-2.0,1,0,95,4,4,5,1,1,1,1,5,1,1,1,2,5,4,4,5,5,5,2,3,1,7.0,1,4,7,6,7,5,30000.0,2,3,1,2,1,0,1964.0,1983.0,4.0,1.0,1.0,2,2,4,4,5,3,2,3,-8,-8,5,100,60,-2,-2,70.0,70,80,80,80,1,4
